ID|Emotion|Factor|Situation|Memories
346|Fear|Fear-2|Standing in a hospital ward, you see sick people lying in beds, their faces pale and weary, some coughing and struggling to catch their breath.|Upon my entry into the hospital ward, I am immediately aware of the presence of multiple beds, each one supporting an individual. Overhead, fluorescent lights illuminate the room, and a distinct scent of antiseptic permeates the air.~As I take in my surroundings, my attention is drawn to the patients. I observe the pallor of their faces, which seems uniform in its lack of color. Meanwhile, the sound of coughing sporadically fills the room, contributing to the auditory landscape of the space.~Looking around, I notice that several patients are connected to medical devices. These machines appear to facilitate their breathing, as indicated by the observable and rhythmic movements of the patients' chests.~I make my way to a particular bed and position myself next to it, ensuring a clear line of sight to the individual resting there. They are seemingly concentrating on their breathing, with their focus fixed on the inhalation and exhalation process.~I find myself stationary amidst the ward's environment, absorbing the consistent hustle of healthcare professionals who are diligently attending to each patient, moving methodically from one bed to the next.
353|Fear|Fear-3|You are walking alone in an isolated but familiar area when a menacing stranger suddenly jumps out of the bushes to attack you.|I make the choice to take a path through an area that is familiar to me, yet not frequently traveled by others.~During my walk, a person whose identity I cannot determine appears suddenly from the surrounding foliage.~This person begins to approach me with a swift and direct gait.~I respond to the unfolding events by adopting a defensive stance and preparing myself for any necessary reactions.~Ultimately, the situation comes to an end, and I make the decision to vacate the premises, redirecting my path to another destination.
354|Fear|Fear-3|You are alone in an elevator late at night. As it stops and the doors open, a menacing stranger rushes in to attack you, blocking the door.|As the evening progresses, I find myself entering the elevator, pressing the button to ascend to my designated floor.~The elevator begins its upward journey and halts at a floor prior to the one I am headed to.~Upon the doors sliding open, another individual steps into the elevator, positioning themselves in the space separating me from the exit.~The new passenger exhibits sudden movements and closes the distance between us swiftly.~I am now standing near this person, with the elevator doors sealed shut after their entry.
355|Fear|Fear-3|You are alone in a car on your way home. While stopped at a traffic signal, an angry stranger begins banging on your car window and yelling threatening things at you.|The car's engine hums steadily as I navigate the familiar route towards my home. The roads are clear, and I maintain a consistent speed. Upon reaching a traffic signal, I bring the car to a stop as the light is red.~As the vehicle idles, my attention is drawn to an individual who emerges from the side of the road and makes their way towards my car. They position themselves in front of the driver's side window and start to tap against the glass.~The tapping soon escalates to a more forceful banging against the window. The person's mouth moves rapidly, and although the words are muffled by the barrier, the tone seems to carry a sense of urgency.~I choose to remain inside the car with the doors locked, maintaining a forward gaze. I resist the impulse to interact with the person outside, opting instead to wait patiently for the opportunity to move on.~Eventually, the traffic light shifts to green, permitting me to accelerate and leave the area. The rest of the drive proceeds without any additional interruptions, and I arrive at my destination.
356|Fear|Fear-3|Driving along a two-lane road, you see in your rearview mirror that a car is dangerously tailgating you. They cannot pass and begin honking their horn aggressively at you while continuing to follow too closely.|I am operating my vehicle on a two-lane road. In my rearview mirror, I become aware of another vehicle at a close proximity to mine.~The vehicle persists in its close proximity. I direct my attention to the conditions of the road ahead and maintain a steady velocity.~An auditory signal emanates from the vehicle behind me. This acoustic event is not singular but occurs in a series.~My concentration remains on navigating the road. The vehicle in my rear continues to sustain the short gap between us.~In due course, the road infrastructure expands to multiple lanes. Subsequently, the vehicle that was behind me increases its speed and relocates to the adjacent lane, progressing forward beyond my vehicle.
357|Fear|Fear-3|It is past midnight and you are walking through an unfamiliar part of town, As you round a corner, you accidentally run into a man. He becomes angry and shoves you.|The clock shows that it is past midnight. I find myself in an area of the town that is not familiar to me, and I proceed to navigate through the streets.~While making my way around a corner on the street, I unintentionally bump into an individual.~The individual reacts to the unintentional contact by pushing me. The push causes me to take a step back.~I take a moment to look at the individual's face and observe his posture. His facial expressions are stern and his stance suggests he is not pleased.~I decide it is best to continue on my way. I move past the individual and continue to walk down the street, putting distance between us.
370|Fear|Fear-4|Your heart skips a beat as you notice a wriggling mass of worms squirming on the ground, their slimy bodies sending shivers down your spine.|While walking through the garden, I spot an object on the ground that draws my attention.~I pause my stride to get a better look at the ground and discern a cluster of worms within the soil.~Observing the worms, I note their vigorous movement and the upheaval of the surrounding earth.~I retract my step, creating distance between myself and the location of the worm congregation.~I make a decision to circumvent the vicinity where the worms are concentrated and proceed with my walk in the garden.
371|Fear|Fear-4|Startled, you see a swarm of bats swooping through the night sky, their wings flapping ominously and casting eerie shadows.|The night sky is clear as I look up and observe a substantial congregation of bats flying overhead.~Their rapid movements result in the sound of wings flapping which can be heard distinctly in the air.~As they traverse the sky, the light from various sources casts shadows of the moving bats onto the ground and nearby surfaces.~I focus on the patterns of their flight, noting the speed and coordination with which they navigate the airspace.~The presence of the bats overhead continues for some time until they eventually recede into the distance, and the sky becomes still.
372|Fear|Fear-4|The air becomes thick with the presence of flying insects, their incessant buzzing and erratic flight patterns making you feel vulnerable and unsettled.|During a walk, I become aware of a shift in the air's density and notice a significant increase in the number of flying insects in the area.~As I pause, the sound of buzzing becomes more pronounced, indicating the insects' wings are flapping rapidly.~I turn my attention to the insects and track their movements, which appear to lack a discernible pattern as they fly around.~I realize that I am standing at a focal point of their activity, with multiple insects flying within a close range of where I am.~Choosing to stay in my current position, I continue to watch the insects, making no sudden movements, as they persist in their flight around me.
373|Fear|Fear-4|Your skin crawls as you come across a trail of crawling insects, their tiny legs and segmented bodies invoking a deep sense of unease.|While walking, I become aware of a dense congregation of insects on the ground, advancing in a single-file formation.~Leaning in for a closer inspection, I scrutinize the features of the insects, taking note of their body segments and the multitude of legs they possess.~Realizing my proximity to the insects' path, I instinctively step backward to ensure I do not disrupt their procession.~After a brief moment of observation, I make the decision to alter my course, opting to give the insects' trail a wide berth.~With the change in my trajectory complete, I proceed on my intended path, leaving the column of insects undisturbed in my wake.
374|Fear|Fear-4|A sudden scurrying sound catches your attention, and you glimpse a group of mice darting across the floor, their rapid movements triggering an instinctive response of caution.|I am seated in the room, engaged in my own activities, when I become aware of a scurrying sound that begins without warning.~I direct my attention towards the source of the noise and visually confirm the presence of multiple mice traversing the floor area at a brisk pace.~I remain in my position, observing the mice as they consistently maneuver in a collective group across the room.~Without deliberate planning, I retract my position slightly and conduct a visual assessment of the room for additional indications of rodent activity.~I record a mental reminder to take necessary measures concerning the mice detected within the room.
376|Embarrassment|Embarrassment-0|One evening, two months after your marriage, you and your wife decide to invite your parents to dinner at your apartment. This is the first time you have invited any of them over for dinner, worried about revealing your shaky culinary skills. You had planned to make lasagna and asked a good friend for a trusted recipe. She had written it out on an index card, and you had painstakingly followed each step. When the lasagna seems ready to serve, you proudly bring it to the table. After the six of you admire it for a minute, you start to cut the first piece, only to realize that you can't get a knife into it. Your friend had neglected to write down that the noodles should be boiled first, so they are uncooked and have petrified in the pan. You have to order pizza.|I begin the evening's preparations by gathering all the necessary ingredients for a lasagna recipe. Each component is measured with precision, and I follow the recipe steps diligently, as outlined on the provided index card.~As the lasagna bakes in the oven, I arrange the table settings and conduct a final inspection of the apartment's tidiness. The meal is intended for my parents and my wife's parents, who will be dining with us.~The oven timer emits a sound, signaling that the lasagna should be ready. I remove the dish from the oven, placing it on the table, noting the color of the crust. The guests are all seated, awaiting the meal.~When I attempt to serve the lasagna, I discover that the knife won't slice through the top layer. Upon examining the dish more closely, it becomes apparent that the noodles have remained hard and uncooked.~Realizing that the lasagna is not in a state to be served, I decide to order pizza for the group. I place the order using my phone, and upon the pizza's arrival, we continue with our dinner as planned.
377|Embarrassment|Embarrassment-0|"You have been working with Ellen for about six months on several projects. She is an excellent team member, and you get along well, but she seems overly friendly, making you a bit uncomfortable. When she invites you over for dinner, you realize you need to talk about it with her. So, you accept the invitation with the plan of clarifying your relationship as ""friends only."" Just as she lets you into her apartment, you suddenly feel so nervous that you blurt out, ""Ellen, I just need to clarify that my coming here doesn't mean there's anything romantic between us,"" and just then a man walks into the entrance hall and introduces himself as Ellen's husband."|For the past six months, I have been working with Ellen on various collaborative projects. During this time, Ellen has played a significant role in our team's achievements by providing valuable contributions.~Throughout our interactions at work, Ellen has consistently displayed a warm and friendly demeanor towards me, which appears to extend beyond the typical professional boundaries.~After accepting an invitation to have dinner at Ellen's home, I decide to prepare a discussion about the dynamics of our relationship. My intention is to clarify and reinforce the professional limits of our interaction.~Upon my arrival at Ellen's apartment, I immediately address the topic at hand. I explain my perspective, focusing on the importance of preserving a professional, non-romantic rapport between us.~Right after I share my thoughts on maintaining a professional relationship, a man enters from another room. He approaches us in the entrance hall and introduces himself as Ellen's husband.
378|Embarrassment|Embarrassment-0|You have been forced to apply for food stamps. The agency tells you that you will have to have a home visit by a social worker before you can receive the stamps. The visit is arranged for a Wednesday afternoon at 1:00. Just at 1:00, your doorbell rings, and when you answer the door, you discover your college roommate standing there.|I gathered all the necessary documents for the food stamp application, which included various identification and financial records.~I received a notification that a home visit from a social worker was necessary to proceed with the food stamp application. The appointment was set for Wednesday at 1:00 PM.~On the day of the appointment, I spent the morning arranging my home, making sure that it was presentable for the social worker's evaluation.~At the scheduled time of 1:00 PM, I heard a knock at the door. I proceeded to answer it, expecting to see the social worker assigned to my case.~Upon opening the door, I was met by an individual who I recognized as my former college roommate, who had since become a social worker, and was there to carry out the home inspection for my food stamp application.
379|Embarrassment|Embarrassment-0|Your husband begins complaining about how loud you snore, saying he can't get enough sleep at night. You can't believe it because you never wake up, and you would never do something that unpleasant. Then one morning, you come downstairs and hear the most awful noises coming from your stereo system. Your husband has recorded your snoring and is playing back the tape on the stereo.|The day begins uneventfully as I rise and commence my daily routine.~During a conversation, my husband mentions the volume of my snoring and its impact on his night's rest.~I respond with surprise to his observation, noting that I have no memory of such disturbances during the night.~On one occasion, while walking downstairs, I am met with a series of loud sounds coming from the stereo in the living room.~My husband explains that he has made a recording of my snoring and is playing it back to illustrate the sound levels I produce during sleep.
380|Embarrassment|Embarrassment-0|Last night when you returned from work, you found a beautiful flower arrangement on the porch. When your husband gets home, you run up to him, flinging your arms around his neck, and thank him for such a thoughtful and romantic gift. He seems confused and smiles, then tell you that he bought the flowers for both of you to take with you to a dinner party you had planned to attend.|I arrive back from work and see a bouquet of flowers placed on the porch.~I make the assumption that the flowers are intended as a gift for me.~When my husband arrives, I convey my thanks to him for the bouquet.~He clarifies that the bouquet is meant to be taken to a dinner party we are attending.~Together, we get ready to depart for the dinner party, taking the bouquet with us.
389|Embarrassment|Embarrassment-1|One day you walked into a large, well-attended class and sat down in the front row. After about ten minutes, you realized that you were in the wrong class, so you had to get up and walk out in order not to miss the class you were scheduled to take.|Upon arrival at the academic building, I proceeded into a large classroom and selected a seat situated in the front row.~Subsequently, the period of instruction commenced, with the instructor initiating the lecture for the class.~Time progressed, and I spent approximately ten minutes focusing on the content presented by the instructor.~During a brief pause, I consulted my schedule and it became apparent to me that I had mistakenly entered a classroom that did not correspond with my intended course.~In response to this realization, I rose from my seat located in the front row and proceeded to depart from the classroom, with the intention of finding the correct class based on my schedule.
390|Embarrassment|Embarrassment-1|After paying for your purchases, you were leaving a packed, City Centre drugstore. You walked through the scanner at the door, and the alarm went off as if you were a shoplifter.|I finish paying for the items I selected at the drugstore. The cashier hands me the receipt and I place it in my bag.~I walk towards the exit, my attention briefly on the people around me as I approach the scanners at the doorway.~The moment I step through the scanner, I hear the sound of the alarm. I stop and look around to see if it is related to my actions.~An employee of the store comes up to me and politely asks to check my receipt along with the items in my bags.~I hand over my receipt and open my bags for inspection. The employee reviews everything and confirms that all is as it should be. They use a device to deactivate the alarm, and then I am allowed to leave the store.
391|Embarrassment|Embarrassment-1|"You had gone by yourself to see the recent crowded exhibit at the local art museum. After visiting the restroom, you walked around the main gallery for about five minutes before a female security guard caught your attention, as well as that of many other museum visitors, by yelling, ""Ma'am!"" and telling you that your skirt was hitched up in the back."|On entering the local art museum, I am interested in viewing the recent exhibit that has attracted numerous visitors.~During my visit, I take a moment to utilize the restroom facilities provided by the museum.~Upon leaving the restroom, I engage in a leisurely walk around the main gallery, taking time to look at the various pieces of art displayed.~While I am observing the artworks, a security guard, in an effort to communicate with visitors including myself, calls out 'Ma'am!' to gain our attention, before informing me about the state of my attire.~After receiving the information, I promptly adjust my skirt to ensure it is positioned correctly and proceed to continue exploring the art exhibit.
392|Embarrassment|Embarrassment-1|You worked in the men's department of a large department store. You had been with them for one month, so you were not familiar with some of the procedures. One day you made a mistake, and the floor manager yelled at you in front of the customers who were shopping at the time.|I arrived at the men's department to start my workday, focusing on the tasks that were outlined for me.~While performing my duties, I decided to implement a new procedure I had recently learned about.~Subsequently, the floor manager came over to where I was working and began to speak in an elevated tone regarding a mistake in the new procedure I had put into practice.~This conversation between the floor manager and myself took place while customers were shopping in the vicinity of our exchange.~Following the interaction with the floor manager, I resumed my responsibilities and completed the necessary tasks up until the end of my shift.
393|Embarrassment|Embarrassment-1|It was the first day of a new semester, and you were sitting in a large lecture course. You didn't know anyone else in the class, and you were thinking about other things going on in your life, biting on the end of your pen. Suddenly, some of the students around you started staring at you, and a few began to laugh. When you looked down, you saw ink all over your hands, and after running to the bathroom, you saw that your mouth was blue.|Upon entering the lecture hall, I make my way to an available seat, settling in amidst a gathering of students. My arrival is solitary and my focus is not on the present as I take my place.~While seated, I find myself absentmindedly biting on the end of my pen, my mind occupied with various aspects of my day-to-day affairs.~Gradually, I become aware of a change in the atmosphere as the students nearby begin directing their attention towards my direction. I observe alterations in their facial expressions and hear sounds of response from some.~Curious about the cause of this collective focus, I glance down and notice the presence of ink on my hands. Upon this discovery, I promptly stand up and make my way to the restroom.~In the restroom, I stand before the mirror to conduct a closer examination and see that my mouth is tinged with blue, the result of the pen ink.
402|Embarrassment|Embarrassment-2|You had been going out with a guy for about three months. You liked him, but you had been considering ending your relationship because he seemed much more serious about staying together than you were. However, you hadn't brought up the subject yet. One Friday afternoon, you got home from class and found a message on your voicemail that he wanted you to go with him on Saturday to his home to meet his parents. You knew you would have to break up with him at dinner that night.|Upon arriving at my residence after attending class, I proceed to check my voicemail. I discover a message from the individual I have been seeing for the past three months. The message is an invitation to meet his parents on the following day.~I take a moment to reflect on the time we have spent together. During this reflection, I note the observations that he has shown a consistent interest in pursuing a future that entails a long-term commitment.~I come to terms with the fact that I have been considering the termination of our relationship even before the receipt of this invitation. It is apparent to me that I have not yet communicated these thoughts to him.~At dinner that evening, I engage in a conversation with him regarding the progression of our relationship. During this dialogue, I express my intention to dissolve the partnership.~Subsequent to our conversation, I remain seated at the restaurant, allowing for the completion of our meals. Upon finishing, we both go our separate ways.
403|Embarrassment|Embarrassment-2|"There was a small grocery store where you used to buy almost all your groceries. The owners, Linda and Bob, were very friendly, and you always chatted with them when you went there. Whenever you came back from long vacations or other trips, they would always say, ""Hi! It's good to see you! We missed you!"" and ask about your trip. However, when a large supermarket opened nearby, you somehow ended up not going to Linda and Bob's store at all for three months. Then one evening, there was an ingredient you desperately needed. The supermarket didn't have it, so you were going to have to go to Linda and Bob's for it. You knew they were going to ask you where you had been all this time."|During meal preparation, I recognize the absence of a specific ingredient in my pantry. I decide to visit the nearby large supermarket, only to find that they do not carry the item I require.~I remember a smaller grocery store where I have shopped before. The proprietors of the store, Linda and Bob, are familiar to me. They know me by my first name due to my previous frequent visits.~Upon my arrival at the small grocery store, I notice that the interior has remained unchanged since my last visit, which was approximately three months ago. The shelves are stocked with a variety of products, many of which are similar to what I saw in the past.~As I walk through the store, Linda and Bob notice my presence. They approach me with a greeting and initiate a conversation, inquiring about the reason for my prolonged absence from their store and asking about recent events in my life.~I engage in a brief conversation with Linda and Bob, answering their queries. After the exchange, I locate and purchase the ingredient I was initially seeking. Subsequently, I leave the store, carrying the purchased item with me.
404|Embarrassment|Embarrassment-2|You suspected, but you weren't sure, that an employee you supervised was stealing from the petty cash box. It was clear that you were going to have to confront him.|After conducting a routine check of the petty cash box, I found that there were differences between the recorded amounts withdrawn and the physical cash present.~To gain clarity on the use of the petty cash, I placed a camera in a position where it could record interactions with the box without being noticed.~When I later examined the video recordings, it became evident that a specific employee was accessing the petty cash box and removing funds without following the protocol for documentation.~I arranged a time to meet with the employee privately in order to have a conversation about the observations made from the petty cash records and the video surveillance.~At the meeting, I showed the employee the records indicating the discrepancies and the video evidence, and I requested that they provide their perspective on the situation.
405|Embarrassment|Embarrassment-2|The last time you were together, you thought you saw genital herpes lesions on your partner, but you weren't sure. This time, you were going to have to ask him directly if it was herpes.|During my last encounter with my partner, I observed something on their skin that appeared to be lesions.~I was unsure about what I had seen and pondered over the possibility of various skin conditions.~I concluded that the best course of action was to discuss the matter with my partner to gain a better understanding.~We agreed upon an appropriate time when we could sit down together and I could address my observation.~During our conversation, I inquired with my partner to ascertain whether what I had noticed could be related to genital herpes.
406|Embarrassment|Embarrassment-2|You had lent your friend a large sum of money that he had not repaid. Suddenly, you found yourself in a tight spot and needed the money back in order to pay your rent. You knew you were going to have to ask your friend to repay the loan.|I log into my online banking platform and review my account balance. I note that the amount displayed is below the threshold needed for this month's rent payment.~I remember authorizing a significant money transfer to a friend's account recently. I go through my transaction history to confirm the details of that transfer.~I use my phone to send a message to my friend. In the message, I explain my current financial status and bring up the subject of the money I loaned to them.~I arrange a time and place to meet with my friend. During the meeting, we talk about the money I loaned them and how we might address its repayment.~After the meeting has concluded, I return to my financial records. I make the necessary updates to indicate any changes stemming from our discussion about the loan.
413|Embarrassment|Embarrassment-3|You took a class in creative writing where there was a weekly writing assignment. For the first two weeks, you handed in the assignments and the instructor returned them with comments. However, on the third week of the course, the instructor decided to ask people to read their assignments out loud. Unfortunately, he called on you to read yours.|The process of enrolling in the creative writing course was completed, and I was made aware of the requirement for weekly writing assignments.~The initial two weeks followed a routine where I managed to submit my assignments on time. Subsequently, the instructor reviewed my work and returned it with comments.~In the third week, there was an alteration to the course structure. The instructor introduced a new component that entailed students reading their assignments aloud to the rest of the class.~During the third week's session, when it was time for presentations, the instructor called my name, indicating it was my turn to present my work to the class.~Upon being called, I stood up from my seat and commenced reading the assignment to my classmates, fulfilling the instructor's request.
414|Embarrassment|Embarrassment-3|You were attending a magic show with some friends in a packed auditorium, sitting at the front close to the stage. The magician announced that she needed an assistant from the audience for her next trick. To your surprise, she called on you to come up on stage and help.|I arrive at the auditorium with my friends and we find our seats at the front, close to the stage. The place is crowded and all seats are filled.~During the performance, the magician is on stage and proceeds to announce that an assistant from the audience is needed for the upcoming trick.~Out of the audience members, the magician selects me to come up on stage to provide assistance with the forthcoming trick.~I get up from my seat and walk up to the stage, positioning myself adjacent to the magician as she commences the setup for the trick.~Once on stage, I pay attention to the magician's directions and carry out the required actions to aid in the execution of the trick in the view of everyone present.
415|Embarrassment|Embarrassment-3|You were attending a cocktail party where you didn't know many people. Just as you started to enter, you heard an announcement that the guest of honor was arriving, and a spotlight was turned on the door. However, the spotlight followed your entrance instead of the real guest of honor who was just behind you.|I reached the location of the scheduled cocktail party. The surroundings were not familiar to me, and I noticed only a limited number of acquaintances present.~Nearing the entrance, the sound system broadcasted an announcement about the imminent arrival of the guest of honor.~The exact moment I crossed the threshold of the doorway coincided with the climax of the announcement and the activation of a spotlight that was focused on the entrance.~Without prior knowledge, I had entered at the same time as the guest of honor was supposed to arrive, which resulted in the spotlight following my path instead as I made my way in.~After a brief moment, I continued to move into the interior of the venue, at which point the spotlight corrected its position to illuminate the true guest of honor as they made their entrance.
416|Embarrassment|Embarrassment-3|"On your birthday, as you entered your apartment, 25 people yelled ""SURPRISE!!!"" to celebrate with you."|I return to my apartment complex following the conclusion of a regular workday, with no prior knowledge of any events scheduled for the evening.~I insert the key into the lock of my apartment door and proceed to push the door open to enter.~As I step inside, the lighting in the apartment abruptly illuminates and reveals the presence of 25 individuals occupying the living space. Simultaneously, they vocalize the word 'SURPRISE!!!'.~Positioned at the entrance of my apartment, I observe as the group of individuals begins to converge towards me, some carrying items such as gifts and balloons.~The event proceeds within the confines of my apartment, where I engage with the people present and participate in the activities they have arranged.
417|Embarrassment|Embarrassment-3|At the annual company picnic, the boss usually gives a speech to the workers about the company's accomplishments and goals. This year, while listening to the speech with some co-workers, the boss mentioned your name, asked you to stand up, and specifically thanked you for your hard work and dedication.|I make my way to the location of the annual company picnic, a tradition that features a speech from our boss.~As the gathering continues, the boss steps up to deliver a speech, highlighting the company's milestones and the objectives set for the future.~I focus on the speech and notice my name being mentioned by the boss amidst the discussion of the company's progress.~The boss gestures towards me and requests that I stand while being surrounded by my colleagues.~Standing, I receive acknowledgement from the boss for the efforts and commitment I have shown in my role within the company.
